"phrase_id","lng_id","translation"
"2267","2","Erscheinung des Players"
"2267","1","Player appearance"
"2268","2","Anfangslautstärke"
"2268","1","Initial volume"
"2269","2","In Sekunden"
"2269","1","in seconds"
"2270","2","Darstellungshöhe"
"2270","1","Display height"
"2271","2","Darstellungsbreite"
"2271","1","Display width"
"2272","2","Cache-Zeit (in Minuten)"
"2272","1","Cache time (minutes)"
"2273","2","Geben Sie bitte eine relative oder absolute URL ein."
"2273","1","Please enter a relative or an absolute URL."
"2274","2","Vertikale Ausrichtung"
"2274","1","Vertical Align"
"2275","2","Horizontale Ausrichtung"
"2275","1","Horizontal Align"
"2276","2","Flash-Version"
"2276","1","Flash version"
"2277","2","Film-Optionen"
"2277","1","Movie options"
"2278","2","Cronjob hinzufügen"
"2278","1","Add cronjob"
"2279","2","Cronjob erzeugt."
"2279","1","Cronjob created."
"2280","2","Cronjob ""%s"" (%s) löschen?"
"2280","1","Delete cronjob ""%s"" (%s)?"
"2281","2","Ende"
"2281","1","End"
"2282","2","Start"
"2282","1","Start"
"2283","2","%s erzeugt."
"2283","1","%s created."
"2284","2","Cronjob ist deaktiviert."
"2284","1","Cronjob is deactivated."
"2286","2","Kategorie ""%s"" (%s) löschen?"
"2286","1","Delete category ""%s"" (%s)?"
"2287","2","Umfrage hinzugefügt."
"2287","1","Poll added."
"2288","2","Umfrage ""%s"" (%s) löschen?"
"2288","1","Delete Poll ""%s"" (%s)?"
"2289","2","Umfage gelöscht."
"2289","1","Poll deleted."
"2290","2","Fehlende Tabellen für Paket ""%s"" erzeugen?"
"2290","1","Create missing tables for package ""%s""?"
"2291","2","Konnte XML-Datei für Tabele ""%s"" nicht finden."
"2291","1","Could not find xml file for table ""%s""."
"2292","2","Cronjob deaktiviert"
"2292","1","Cronjob deactivated"
"2293","2","Antwort hinzugefügt."
"2293","1","Answer added."
"2294","2","Antwort ""%s"" (%s) löschen?"
"2294","1","Delete Answer ""%s"" (%s)?"
"2295","2","Antwort gelöscht."
"2295","1","Answer deleted."
"2296","2","Keine Umfrage"
"2296","1","No poll"
"2297","2","Kategorie / Umfrage"
"2297","1","Category / Poll"
"2298","2","Die Datei sollte nicht größer als %s sein."
"2298","1","File may not be larger than %s."
"2299","2","Hochladen fehlgeschlagen."
"2299","1","Upload failed"
"2300","2","Datei #%d ist zu groß (PHP_INI)."
"2300","1","File #%d is too large (PHP_INI)."
"2301","2","Fragen"
"2301","1","Questions"
"2302","2","Frage hinzufügen"
"2302","1","Add Question"
"2303","2","Gruppe hinzugefügt."
"2303","1","Group added."
"2304","2","Eine Gruppe mit diesem Namen existiert bereits."
"2304","1","A group with this name does already exists."
"2305","2","Pfad ""%s"" nicht gefunden."
"2305","1","Path ""%s"" not found."
"2306","2","Antwort hinzufügen"
"2306","1","Add Answer"
"2307","2","Frage löschen"
"2307","1","Del Question"
"2308","2","Keine Änderungen."
"2308","1","Nothing modified."
"2309","2","Antwort löschen"
"2309","1","Delete Answer"
"2310","2","Frage löschen"
"2310","1","Delete Question"
"2311","2","Frage gelöscht."
"2311","1","Question deleted."
"2312","2","Frage ""%s"" (%s) löschen?"
"2312","1","Delete question ""%s"" (%s)?"
"2313","2","Antworttitel"
"2313","1","Answer Title"
"2314","2","Richtige/Falsche Antwort?"
"2314","1","Right/Wrong answer?"
"2315","2","Entscheiden, ob die Antwort richtig oder falsch ist."
"2315","1","Decide if right or Wrong answer"
"2316","2","Auswertung"
"2316","1","Answer Response"
"2317","2","Kommentare"
"2317","1","Comments"
"2318","2","Hauptteil-Vorlage der E-Mail"
"2318","1","Body template of email"
"2319","2","Betreff-Vorlage der E-Mail"
"2319","1","Subject template of email"
"2320","2","Für andere Editoren gesperrt: ""%s"""
"2320","1","Locked for another editor: ""%s"""
"2321","2","{%FROM%}, {%NAME%}, {%TEXT%}"
"2321","1","{%FROM%}, {%NAME%}, {%TEXT%}"
"2322","2","{%SUBJECT%}"
"2322","1","{%SUBJECT%}"
"2323","2","Fertig"
"2323","1","Done"
"2324","2","Inventarverwaltung"
"2324","1","Inventory Management"
"2325","2","E-Mail-Empfänger"
"2325","1","Target Email"
"2326","2","Linktitel"
"2326","1","Link Title"
"2327","2","Keine Seite"
"2327","1","Topic Error"
"2328","2","Schriftgröße Maximum"
"2328","1","Font size maximum"
"2329","2","Schriftgröße Standard"
"2329","1","Font size default"
"2330","2","Schriftgröße Minimum"
"2330","1","Font size minimum"
"2331","2","Größe der Änderungsschritte"
"2331","1","Font size change step"
"2332","2","Anzeigemodus"
"2332","1","Display mode"
"2333","2","Dynamisches Bild"
"2333","1","Dynamic Image"
"2334","2","Bewertung abgewiesen"
"2334","1","Voted Deny"
"2335","2","Bewertung erfolgreich"
"2335","1","Voted Text"
"2336","2","Schriftgröße in em"
"2336","1","font size in em"
"2337","2","Einfache Bewertung"
"2337","1","Simple Rating"
"2338","2","Auswahl nur zwischen Gut und Schlecht"
"2338","1","Rating selection contains only good or bad"
"2339","2","Ergebnisanzeige"
"2339","1","Result Display"
"2340","2","Grenzwerte der Bewertungsskala"
"2340","1","Rating Limits"
"2341","2","Min"
"2341","1","Min"
"2342","2","Möchten Sie den Eintrag #%s wirklich löschen?"
"2342","1","Do you really want to delete feedback entry #%s?"
"2343","2","Möchten Sie wirklich alle Einträge löschen?"
"2343","1","Do you really want to delete all feedback entries?"
"2344","2","Möchten Sie wirklich alle Einträge des ausgewählten Formulars löschen?"
"2344","1","Do you really want to delete all feedback entries for the selected form?"
"2345","2","Feld hinzufügen"
"2345","1","Add Field"
"2346","2","Prüfung"
"2346","1","Check"
"2347","2","Benötigt Freigabe"
"2347","1","Needs Approval"
"2348","2","Vorhanden"
"2348","1","Available"
"2349","2","Voreinstellung Freigabe"
"2349","1","Approval Default"
"2350","2","Feldtyp"
"2350","1","Field Type"
"2351","2","Feldname"
"2351","1","Field Name"
"2352","2","Titel für"
"2352","1","Titles for"
"2353","2","Profildatenfeld bearbeiten"
"2353","1","Edit Profile Data Field"
"2354","2","Feldparameter"
"2354","1","Field Parameters"
"2355","2","Feldeigenschaften"
"2355","1","Field Properties"
"2356","2","Eigenen regulären Ausdruck eingeben, wenn das obere Feld auf [PCRE] eingestellt ist."
"2356","1","Enter your own regular expression if the above field is set to [PCRE]"
"2357","2","Profildatenfeld hinzufügen"
"2357","1","Add Profile Data Field"
"2358","2","Titel eingeben oder Text entfernen, um Kategorie zu löschen"
"2358","1","Enter title or remove text to delete it"
"2359","2","Kategorie für Profildaten hinzufügen"
"2359","1","Add Profile Data Category"
"2360","2","Titel"
"2360","1","Titles"
"2361","2","Titel des Datenfelds bearbeiten"
"2361","1","Edit Data Field Title"
"2362","2","Avatar"
"2362","1","Avatar"
"2363","2","Geschlecht"
"2363","1","Gender"
"2364","2","Basisdaten"
"2364","1","Basic Data"
"2365","2","4 - 20 Zeichen; nur Buchstaben, Zahlen und Bindestrich"
"2365","1","4-20 characters; letters, digits and dashes only"
"2366","2","Kontakte"
"2366","1","Contacts"
"2367","2","Änderungsanfragen"
"2367","1","Change Requests"
"2369","2","Editor hinzufügen"
"2369","1","Add editor user"
"2370","2","Profildatenkategorie bearbeiten"
"2370","1","Edit Profile Data Category"
"2371","2","Datenkategorie aktualisiert."
"2371","1","Data category updated."
"2372","2","Datenkategorie hinzugefügt."
"2372","1","Data category added."
"2373","2","Datenkategorie gelöscht."
"2373","1","Data category deleted."
"2374","2","Datenkategorie löschen?"
"2374","1","Delete Profile Data Category?"
"2375","2","Recht gelöscht."
"2375","1","Permission deleted."
"2376","2","Recht ""%s"" (%s) löschen?"
"2376","1","Delete permission ""%s"" (%s)?"
"2377","2","Recht hinzugefügt!"
"2377","1","Permission added!"
"2378","2","Angenommen"
"2378","1","accepted"
"2379","2","Realname"
"2379","1","real name"
"2380","2","Titel erzeugt"
"2380","1","Title created"
"2381","2","Nach unten"
"2381","1","Move down"
"2382","2","Nach oben"
"2382","1","Move up"
"2383","2","anängig"
"2383","1","pending"
"2384","2","Feld erzeugt"
"2384","1","Field created"
"2385","2","Datenfeld gelöscht."
"2385","1","Data field deleted."
"2386","2","Datenfeld löschen?"
"2386","1","Delete Profile Data Field?"
"2387","2","Feldtitel hinzufügen"
"2387","1","Add Data Field Title"
"2388","2","Geben Sie bitte einen PCRE ein oder ändern Sie den Plausibilitätstest"
"2388","1","Please enter PCRE value or change check type"
"2389","2","Titel aktualisiert"
"2389","1","Title updated"
"2390","2","Kostenstelle"
"2390","1","Cost center"
"2391","2","Seriennummer"
"2391","1","Serial number"
"2392","2","Inventarnummer"
"2392","1","Inventory number"
"2393","2","Keine Titel vorhanden"
"2393","1","No titles yet"
"2394","2","Tags verlinken"
"2394","1","Link Tags"
"2395","2","Surfer ""%s %s"" (%s) zu Editoren hinzufügen?"
"2395","1","Add surfer ""%s %s"" (%s) to editors?"
"2396","2","Editor hinzugefügt."
"2396","1","Editor added."
"2397","2","Allgemeine Informationen"
"2397","1","general info"
"2398","2","Fehler"
"2398","1","errors"
"2399","2","Kein Benutzer"
"2399","1","No User"
"2400","2","Benutzerprofil"
"2400","1","User Profile"
"2401","2","Standardmäßig veröffentlichen"
"2401","1","Publish by default"
"2402","2","Mehrseitig"
"2402","1","Multipage"
"2403","2","Speichern-Button"
"2403","1","Save button"
"2404","2","Anforderung-Button"
"2404","1","Request button"
"2405","2","Login-Button"
"2405","1","Login button"
"2406","2","Registrieren-Link"
"2406","1","Register link"
"2407","2","Passwort-Vergessen-Link"
"2407","1","Password forgotten link"
"2408","2","E-Mail-Adresse geändert"
"2408","1","Email address changed"
"2409","2","Änderung angefordert"
"2409","1","Change requested"
"2410","2","Registrierungsseite"
"2410","1","Registration page"
"2411","2","Passwort anfordern (E-Mail)"
"2411","1","Request password (E-Mail)"
"2412","2","Verfällt (in Stunden)"
"2412","1","Expires (in hours)"
"2413","2","Fehler E-Mail ändern"
"2413","1","Mail change error"
"2414","2","Standard-Eingabeaufforderung"
"2414","1","Default prompt"
"2415","2","Nach Login auf diese Seite weiterleiten"
"2415","1","Redirect to this page after login"
"2416","2","Standard-Status"
"2416","1","Default status"
"2418","2","Benutzername ungültig"
"2418","1","Username invalid"
"2419","2","Absendebutton"
"2419","1","Submitbutton"
"2420","2","Standard-Newsletter"
"2420","1","Newsletter Defaultvalue"
"2421","2","Newsletter-Text"
"2421","1","Newsletter Text"
"2422","2","LInktitel Nutzungsbedingungen"
"2422","1","Terms Linktitle"
"2423","2","Titel des Links zu den Nutzungsbedingungen"
"2423","1","Title of the Termslink"
"2424","2","Link zu Nutzungsbedingungen"
"2424","1","Terms Link"
"2425","2","Login-Link"
"2425","1","Login Link"
"2426","2","Titel Bestätigungslink"
"2426","1","Verification Linktitle"
"2427","2","Bestätigung erfolgreich."
"2427","1","Verification succeeded."
"2428","2","Text Nutzungsbedingungen"
"2428","1","Terms Text"
"2429","2","Keine Liste vorhanden"
"2429","1","No lists available"
"2430","2","Titel des Login-Links"
"2430","1","Title of the Loginlink"
"2431","2","Standard-Newsletterliste"
"2431","1","Default Newsletterlist"
"2432","2","Bestätigung fehlgeschlagen"
"2432","1","Verification failed"
"2433","2","Bestätigung fehlgeschlagen."
"2433","1","Verification failed."
"2434","2","Registrierung erfolgreich"
"2434","1","Registration succeeded"
"2435","2","Bestätigung erfolgreich"
"2435","1","Verification succeeded"
"2436","2","Registrierung erfolgreich."
"2436","1","Registration succeeded."
"2437","2","Hilfetext"
"2437","1","Helptext"
"2438","2","Ersetze {%LINK%} im Text mit Nutzungsbedingungen mit einem Link zu dieser Seite"
"2438","1","Replace {%LINK%} in Terms Text with a link to this Page"
"2439","2","Feldtitel löschen?"
"2439","1","Delete Profile Data Title?"
"2440","2","Betreff-Präfix"
"2440","1","Subject prefix"
"2441","2","Abmeldebutton"
"2441","1","Logout button"
"2442","2","Logout-Text"
"2442","1","Logout text"
"2443","2","Login-Text"
"2443","1","Login text"
"2444","2","Nach Logout auf diese Seite weiterleiten"
"2444","1","Redirect to this page after logout"
"2446","2","Absendername"
"2446","1","Mailfrom_name"
"2417","2","Absenderadresse"
"2417","1","Mailfrom_email"
"2447","2","Neue Liste"
"2447","1","New List"
"2448","2","Ansichten bearbeiten"
"2448","1","Edit views"
"2449","2","Postausgang verwalten und E-Mails versenden"
"2449","1","Manage postbox and send mails"
"2450","2","Sendungen"
"2450","1","Mailings"
"2451","2","Sendungen bearbeiten"
"2451","1","Edit mailings"
"2452","2","Abonnenten"
"2452","1","Subscribers"
"2453","2","Abonnentenlisten verwalten"
"2453","1","Manage subscriber lists"
"2454","2","Aktualisieren"
"2454","1","Update"
"2455","2","Altes Passwort"
"2455","1","Old password"
"2456","2","CSV importieren"
"2456","1","CSV import"
"2457","2","Dieser Ordner ist leer."
"2457","1","This folder is empty."
"2458","2","Ersetzen Sie {%LINK%} im Bestätigungstext mit einem Link zu dieser Seite"
"2458","1","Replace {%LINK%} in Verification Text with a link to this Page"
"2459","2","Nachricht versendet"
"2459","1","Message sent"
"2460","2","Obligatorisch"
"2460","1","Mandatory"
"2461","2","ablehnen"
"2461","1","decline"
"2462","2","akzeptieren"
"2462","1","accept"
"2463","2","angefordert"
"2463","1","requested"
"2464","2","E-Mail-Adresse anzeigen"
"2464","1","Show Email"
"2465","2","Kontaktanfragen"
"2465","1","Contact requests"
"2466","2","Kontaktliste"
"2466","1","Contact list"
"2467","2","Benutzerdaten"
"2467","1","User data"
"2468","2","Benutzergruppe"
"2468","1","User group"
"2469","2","Kein Benutzer gefunden"
"2469","1","No user found"
"2470","2","Name darstellen als"
"2470","1","Show Name as"
"2471","2","Gruppe darstellen"
"2471","1","Show Group"
"2472","2","Direkter Kontakt"
"2472","1","Direct contact"
"2473","2","Kein Kontakt"
"2473","1","No contact"
"2474","2","Kontakt entfernen"
"2474","1","Remove contact"
"2475","2","Kontaktanfrage senden"
"2475","1","Send contact request"
"2476","2","Kontaktanfragen anderer Surfer"
"2476","1","Contact requested by other surfer"
"2477","2","Kontaktanfrage des aktuellen Surfers"
"2477","1","Contact requested by current surfer"
"2479","2","Bestätigungsmail Absenderadresse"
"2479","1","Confirmation email from address"
"2481","2","Bestätigungsmail Absendername"
"2481","1","Confirmation email from name"
"2482","2","Gibt an, ob Surfer ihre E-Mail-Adresse ändern können."
"2482","1","Determines whether surfers can change their email address."
"2483","2","Passwort bestätigen"
"2483","1","Password verification"
"2484","2","E-Mail bestätigen"
"2484","1","Email verification"
"2485","2","E-Mail-Adresse existiert"
"2485","1","Email address exists"
"2486","2","E-Mail ändern"
"2486","1","Change email"
"2487","2","E-Mail"
"2487","1","Mail"
"2478","2","Bestätigungsmail verfällt in (Stunden)"
"2478","1","Confirmation email expires (hours)"
"2488","2","ID der Loginseite"
"2488","1","Login page ID"
"2489","2","ID der Loginseite"
"2489","1","Login Page-ID"
"2490","2","Die Loginseite wird benutzt, um die Änderung der E-Mail-Adresse zu bestätigen."
"2490","1","The login page is used to confirm the email change."
"2491","2","Eingabe obligatorisch"
"2491","1","Input mandatory"
"2492","2","Kein gültiger Empfänger angegeben"
"2492","1","No valid recepient specified"
"2493","2","CSS-Klasse"
"2493","1","CSS Class"
"2494","2","Kann Kategorie nicht löschen, die Felder enthält."
"2494","1","Can't delete category with existing fields."
"2495","2","Allgemein freigegeben"
"2495","1","globally allowed"
"2496","2","Beschriftung"
"2496","1","Caption"
"2497","2","Robots"
"2497","1","Robots"
"2498","2","Toolbar anzeigen"
"2498","1","Show Toolbar"
"2499","2","Skalierbar"
"2499","1","Resizable"
"2500","2","Scrollleisten"
"2500","1","Scrollbars"
"2501","2","Linktitel"
"2501","1","Link Caption"
"2502","2","Fenstername"
"2502","1","Window Name"
"2503","2","Popup benutzen"
"2503","1","Use Popup"
"2504","2","Text nach"
"2504","1","Text after"
"2505","2","Text vor"
"2505","1","Text before"
"1738","2","Testmail"
"1738","1","Test email"
"2506","2","Pflichtfelder"
"2506","1","Mandatory fields"
"2507","2","Für den aktuellen Termin (%s) ist keine Übersetzung in der ausgewählten Inhaltssprache (%s) vorhanden. Soll die Übersetzung angelegt werden?"
"2507","1","No translation for this date (%s) is set currently for the %s language. Should it be created?"
"2508","2","Für den aktuellen Regeltermin (%s) ist keine Übersetzung in der ausgewählten Inhaltssprache (%s) vorhanden. Soll die Übersetzung angelegt werden?"
"2508","1","No translation for this regular date (%s) is set currently for the language (%s). Should it be created?"
"2509","2","Wann"
"2509","1","when"
"2510","2","Datum ""%s"" geändert."
"2510","1","Calendar date ""%s"" modified."
"2511","2","Datumsübersetzung ""%s"" (%s) geändert."
"2511","1","Calendar date ""%s"" (%s) translation modified."
"2512","2","Der Termin wurde erfolgreich gelöscht."
"2512","1","Date has been deleted successfully."
"2513","2","Möchten Sie den Termin ""%s"" wirklich löschen?"
"2513","1","Do you really want to delete date ""%s""?"
"2514","2","Möchten Sie wirklich diesen Regeltermin ""%s"" (%s) löschen?"
"2514","1","Really delete this regular date ""%s (%s)""?"
"2515","2","Wiederholen (Tage)"
"2515","1","Repeat (days)"
"2517","2","Regeltermin ""%s"" geändert."
"2517","1","Regulary date ""%s"" changed."
"2518","2","Bisher wurden keine Termine erzeugt. Klicken Sie bitte auf 'Termine erzeugen', um die Termine für diesen Regeltermin zu erzeugen."
"2518","1","No single dates have been created yet. Please click 'create dates' to create single dates from this regular calendar entry."
"2520","2","Termin aus der Ignorieren-Liste entfernt. Falls Sie den Termin wiederherstellen möchten, klicken Sie bitte auf 'Termine erzeugen'."
"2520","1","Removed date from ignore list. In case you want to restore the date, please click on 'Create dates'."
"2521","2","Deutsch (de-DE)"
"2521","1","Deutsch (de-DE)"
"2522","2","English (en-US)"
"2522","1","English (en-US)"
"2523","2","Forum ausschneiden"
"2523","1","Cut Forum"
"2524","2","Kataloginformationen"
"2524","1","Catalog Information"
"2525","2","Synonym"
"2525","1","Synonym"
"2526","2","Neuer Typ"
"2526","1","New type"
"2527","2","Glyph"
"2527","1","Glyph"
"2528","2","Host"
"2528","1","Host"
"2530","2","%s eingefügt."
"2530","1","%s pasted."
"2531","2","Katalog ""%s"" (%s) löschen?"
"2531","1","Delete catalog ""%s"" (%s)?"
"2532","2","%s ausgeschnitten."
"2532","1","%s cut out."
"2533","2","Forum einfügen"
"2533","1","Paste forum"
"2534","2","Link hinzufügen"
"2534","1","Add Link"
"2535","2","Sie müssen zuerst einen Katalog auswählen"
"2535","1","You must select a catalog first"
"2536","2","Thread ausschneiden"
"2536","1","Cut Thread"
"2537","2","Thread einfügen"
"2537","1","Paste thread"
"2538","2","Letzte Einträge"
"2538","1","Last Entries"
"2539","2","Neuer Eintrag gespeichert."
"2539","1","New entry saved."
"2540","2","Erinnerung an Aufgabe: %s"
"2540","1","Todo reminder: %s"
"2541","2","Endung wiederherstellen"
"2541","1","Fix extension"
"2542","2","MIME-Typ ""%s"" (#%d) aktualisiert."
"2542","1","Mimetype ""%s"" (#%d) updated."
"2543","2","Stoppwort"
"2543","1","Stopword"
"2544","2","Ham"
"2544","1","Ham"
"2545","2","Spam"
"2545","1","Spam"
"2546","2","Wahrscheinlichkeit"
"2546","1","Probability"
"2547","2","Wort ignorieren"
"2547","1","Ignore word"
"2548","2","Wörter - Top 20"
"2548","1","Words - Top 20"
"2549","2","Sehr lange Wörter"
"2549","1","Very large words"
"2550","2","Lange Wörter"
"2550","1","Large words"
"2551","2","Kurze Wörter"
"2551","1","Small words"
"2552","2","Liste der Loginversuche löschen"
"2552","1","Delete login try list"
"2553","2","Bewertete Wörter"
"2553","1","Rated words"
"2554","2","Ignorierte Wörter"
"2554","1","Ignored Words"
"2555","2","Ist dies Spam?"
"2555","1","This is spam?"
"2556","2","Eintrag löschen?"
"2556","1","Delete entry?"
"2557","2","Wort zur Stoppwortliste hinzugefügt."
"2557","1","Word added to stopword list."
"2558","2","Ist es kein Spam?"
"2558","1","This is not spam?"
"2559","2","Beitrag bewertet."
"2559","1","Message rated."
"2560","2","Wort geändert."
"2560","1","Word modified."
"2561","2","Benutzer gelöscht."
"2561","1","User deleted."
"2562","2","Backend-Sprache"
"2562","1","Backend Language"
"2563","2","Das Protokoll ist leer."
"2563","1","Protocol is empty."
"2564","2","IP zur Blacklist hinzugefügt."
"2564","1","IP added to blacklist."
"2565","2","Alle Ereignisse des ausgewählten Typs löschen"
"2565","1","Delete all events of selected type"
"2566","2","Loginversuche löschen?"
"2566","1","Delete login try list?"
"2567","2","Liste gelöscht."
"2567","1","List deleted."
"2568","2","Datenbankfehler."
"2568","1","Database error."
"2569","2","Datenbankwert"
"2569","1","Database value"
"2570","2","Aktiver Wert"
"2570","1","Active Value"
"2571","2","Oberseite"
"2571","1","Parent page"
"2572","2","Neuer Kommentar"
"2572","1","New comment"
"2573","2","Immer laden"
"2573","1","Always Load"
"2574","2","Tabelle ""%s"" wurde erstellt."
"2574","1","Table ""%s"" created."
"2575","2","Ausgewähltes Modul aktiviert."
"2575","1","Selected module enabled."
"2576","2","Ausgewähltes Modul deaktiviert."
"2576","1","Selected module disabled."
"1728","2","Inhalt hinzufügen"
"1728","1","Add content"
"1747","2","Kapitel"
"1747","1","Chapter"
"2086","2","MIME-Typen konfigurieren"
"2086","1","Configure Mime types"
"1727","2","Sendung löschen"
"1727","1","Delete mailing"
"1737","2","Ausgabe löschen"
"1737","1","Delete output"
"1748","2","Editor"
"1748","1","Editor"
"1733","2","Schlussteil"
"1733","1","Footer"
"1722","2","Mailman-Synchronisation"
"1722","1","Mailman synchronisation"
"1875","1","Mediafile browser"
"1725","2","Fehlende Tabellen - Modulmanagement öffnen?"
"1725","1","Missing tables - Go to module managment?"
"1745","2","Hinweis"
"1745","1","Note"
"2516","2","Kein Inhaltsmodul ausgewählt! Bitte wählen Sie ein Inhaltsmodul aus."
"2516","1","No content module selected! Please select a content module first."
"2579","2","Untergruppe hinzufügen"
"2579","1","Add subgroup"
"2580","2","Pro Zeile"
"2580","1","Per line"
"2581","2","Ungültiger Dateityp"
"2581","1","Invalid file type"
"2582","2","Logintitel"
"2582","1","Login caption"
"2583","2","Registrierungstitel"
"2583","1","Registration caption"
"2584","2","Registrierungsseite"
"2584","1","Register page"
"2585","2","Benötigt die Registrierungsseite des Community-Pakets."
"2585","1","Needs community module registration page."
"2586","2","Benötigt die Login-Seite aus dem Community-Paket."
"2586","1","Needs community module login page."
"2587","2","Kann {%LOGIN%} und {%REGISTER%} enthalten."
"2587","1","Can contain {%LOGIN%} and {%REGISTER%}."
"2588","2","Nicht angemeldet"
"2588","1","Not logged in"
"2589","2","Maximale Anzahl Dateien hochgeladen"
"2589","1","Maximum files uploaded"
"2590","2","Kein Temp-Pfad"
"2590","1","No temporary path"
"2591","2","Datei unvollständig"
"2591","1","File not complete"
"2592","2","Nicht angemeldet"
"2592","1","Not logged in"
"2593","2","Keine Datei"
"2593","1","No file"
"2594","2","Maximale Anzahl hochzuladender Dateien"
"2594","1","Maximum uploaded files permitted"
"4424","2","Erfolgsmeldungen"
"2596","2","Hochgeladen"
"2596","1","Uploaded"
"2597","2","Upload-Button"
"2597","1","Upload button"
"2598","2","Beschreibung"
"2598","1","Description field"
"2599","2","Titelfeld"
"2599","1","Title field"
"2600","2","Dateifeld"
"2600","1","File field"
"2601","2","Box"
"2601","1","Box"
"2602","2","Modul/Ansicht nicht ausgewählt."
"2602","1","No module/view selected."
"2603","2","request@domain.tld"
"2603","1","request@domain.tld"
"2604","2","Downloads"
"2604","1","Downloads"
"2605","2","Sortierung"
"2605","1","Sort order"
"2606","2","Sortierungstyp"
"2606","1","Sort type"
"2607","2","Höhe (Vorschaubild)"
"2607","1","Thumbnail height"
"2608","2","Breite (Vorschaubild)"
"2608","1","Thumbnail width"
"2609","2","Anzahl Vorschaubilder"
"2609","1","Thumbnail count"
"2610","2","Formularfeld für den Namen des Absenders."
"2610","1","Generated form field for sender's name."
"2611","2","Formularfeld für die E-Mail-Adresse des Absenders."
"2611","1","Generated form field for sender's email address."
"2612","2","E-Mail-Eingabefeld"
"2612","1","Email field text"
"2613","2","Eine neue %s wurde hinzugefügt."
"2613","1","A new %s has been created."
"2614","2","Forum hinzufügen"
"2614","1","Add forum"
"2615","2","Möchten Sie wirklich diese Kategorie löschen?"
"2615","1","Do you really want to delete this category?"
"2616","2","Thema löschen"
"2616","1","Delete topic"
"2617","2","Thema ausschneiden"
"2617","1","Cut topic"
"2618","2","Thread hinzufügen"
"2618","1","Add thread"
"2619","2","Moderatoren"
"2619","1","Moderators"
"2620","2","Thema hinzufügen"
"2620","1","Add topic"
"2621","2","Das Thema wurde geändert."
"2621","1","The topic has been modified."
"2622","2","Ein neues Thema wurde erzeugt."
"2622","1","A new topic has been created."
"2623","2","Das Forum wurde geändert."
"2623","1","The forum has been modified."
"2624","2","Ein neues Forum wurde angelegt."
"2624","1","A new forum has been created."
"2625","2","Keine Datei ausgewählt."
"2625","1","No file selected."
"2626","2","Die angegebene Seite existiert nicht."
"2626","1","Specified page doesn't exist."
"2627","2","Offline"
"2627","1","Offline"
"2628","2","Online"
"2628","1","Online"
"2629","2","Online-Status"
"2629","1","Online status"
"2630","2","Keine Dateien für den Upload!"
"2630","1","No files to upload!"
"2631","2","Upload beginnt..."
"2631","1","Starting upload..."
"2632","2","Upload wird verarbeitet."
"2632","1","Processing upload."
"2633","2","Hochladen läuft, bitte warten."
"2633","1","Uploading, please wait."
"2634","2","Prozess wartet, bis der Upload beginnt."
"2634","1","Waiting for upload to begin."
"2635","2","Template-Verzeichnis"
"2635","1","Template directory"
"2636","2","Bild auswählen"
"2636","1","Select image"
"2637","2","Datei auswählen"
"2637","1","Select file"
"2638","2","FAQ hinzufügen"
"2638","1","Add FAQ"
"2639","2","FAQ gelöscht."
"2639","1","FAQ deleted."
"2640","2","FAQ ""%s"" (%s) löschen?"
"2640","1","Delete FAQ ""%s"" (%s)?"
"2641","2","Kommentar hinzufügen"
"2641","1","Add comment"
"2642","2","Diese Seite besitzt momentan keine formatierte Ausgabe - XML wird dargestellt."
"2642","1","This page has currently no formatted output - showing XML."
"2643","2","Seite auswählen"
"2643","1","Select page"
"2644","2","Darstellung nicht möglich. Sie haben leider kein Flash installiert."
"2644","1","Sorry, but you have no Flash installed."
"2645","2","FAQ hinzugefügt."
"2645","1","FAQ added."
"2646","2","FAQ-Gruppe hinzugefügt."
"2646","1","FAQ group added."
"2647","2","Neue FAQ-Gruppe"
"2647","1","New FAQ group"
"2648","2","FAQ"
"2648","1","FAQ"
"2649","2","FAQ-Gruppe gelöscht."
"2649","1","FAQ group deleted."
"2650","2","FAQ-Gruppe ""%s"" (%s) löschen?"
"2650","1","Delete FAQ group ""%s"" (%s)?"
"2651","2","FAQ-Gruppe hinzufügen"
"2651","1","Add FAQ group"
"2652","2","FAQ-Gruppe"
"2652","1","FAQ group"
"2653","2","Kommentar gelöscht."
"2653","1","Comment deleted."
"2654","2","Kommentar ""%s"" (%s) löschen?"
"2654","1","Delete comment ""%s"" (%s)?"
"2655","2","Kommentar löschen."
"2655","1","Delete comment"
"2656","2","Kommentar hinzugefügt."
"2656","1","Comment added."
"2657","2","Link hinzugefügt."
"2657","1","Link added."
"2658","2","Link ""%s"" (%s) löschen?"
"2658","1","Delete Link ""%s"" (%s)?"
"2659","2","Linkkategorie"
"2659","1","Category of Links"
"2660","2","Referrerseite für Links"
"2660","1","Exitpage For Links"
"2661","2","Frameset"
"2661","1","Frameset"
"2662","2","Weiterleitung"
"2662","1","Redirect"
"2663","2","Anzahl der Links"
"2663","1","Number of links"
"2664","2","Linkkategorie"
"2664","1","Link category"
"2665","2","Statistik alle Jahre"
"2665","1","Statistic all years"
"2666","2","Auswahl"
"2666","1","Choice"
"2667","2","Statistik pro Link-ID"
"2667","1","Statistic per link id"
"2668","2","Statistik pro Jahr und Monat"
"2668","1","Statistic per year and month"
