"phrase_id","phrase_text","phrase_text_lower"
"2798","Edit folders","edit folders"
"2799","Edit files","edit files"
"2800","User group management","user group management"
"2801","Add list","add list"
"2802","Previous","previous"
"2803","Show all","show all"
"2804","Detail page","detail page"
"2805","Compose a new message","compose a new message"
"2806","Compose message","compose message"
"2807","Add task","add task"
"2808","Add a new task","add a new task"
"2809","Bandwidth shaping","bandwidth shaping"
"2810","This part of the file will be send immediately. You can enter units like 1kB or 1Mbit.","this part of the file will be send immediately. you can enter units like 1kb or 1mbit."
"2811","Bandwidth limit","bandwidth limit"
"2812","Range header support","range header support"
"2813","Flash not found.","flash not found."
"2814","You can enter units like 1kB or 1Mbit.","you can enter units like 1kb or 1mbit."
"2815","Bandwidth offset","bandwidth offset"
"2816","Sorry, but you don't have flash installed.","sorry, but you don't have flash installed."
"2817","Add mimetype extension","add mimetype extension"
"2818","Do you really want to delete extension ""%s"" for mimetype ""%s""?","do you really want to delete extension ""%s"" for mimetype ""%s""?"
"2819","Extension ""%s"" deleted.","extension ""%s"" deleted."
"2820","Mimetype could not be updated.","mimetype could not be updated."
"2821","Extension ""%s"" added.","extension ""%s"" added."
"2822","Owner management","owner management"
"2823","Field management","field management"
"2824","Add code element","add code element"
"2825","Elements","elements"
"2826","No template found. Add a new one.","no template found. add a new one."
"2827","No element found. Add a new one.","no element found. add a new one."
"2828","Add element","add element"
"2829","Add template","add template"
"2830","Code management","code management"
"2832","Search in...","search in..."
"2833","Template management","template management"
"2834","Add code template","add code template"
"2835","Show incomplete entries","show incomplete entries"
"2836","The inventory code can be created using one of <b>%d</b> code templates.","the inventory code can be created using one of <b>%d</b> code templates."
"2837","Go to the template management","go to the template management"
"2838","Go to the code management","go to the code management"
"2839","Code templates","code templates"
"2840","Iventory code","iventory code"
"2841","Go to the field management","go to the field management"
"2842","Show unused items.","show unused items."
"2843","The inventory code is comprised of <b>%d</b> fields, that contain <b>%d</b> different values.","the inventory code is comprised of <b>%d</b> fields, that contain <b>%d</b> different values."
"2844","Go to the owner management","go to the owner management"
"2845","You have <b>%d</b> fields ordered by <b>%d</b> categories stored in your database.","you have <b>%d</b> fields ordered by <b>%d</b> categories stored in your database."
"2846","Go to","go to"
"2847","Displays the current database status. Click on the link to manage the corresponding data.","displays the current database status. click on the link to manage the corresponding data."
"2848","Go to the inventory management","go to the inventory management"
"2849","There are <b>%d</b> owners registered in the database.","there are <b>%d</b> owners registered in the database."
"2850","Inventory","inventory"
"2851","No category found. Add a new one.","no category found. add a new one."
"2852","Add field category","add field category"
"2853","There are <b>%d</b> items in the inventory database.","there are <b>%d</b> items in the inventory database."
"2854","Category management","category management"
"2855","Item name","item name"
"2856","Place","place"
"2857","Code","code"
"2858","Date of purchase","date of purchase"
"2859","No items found. Add a new one.","no items found. add a new one."
"2860","Inventory items","inventory items"
"2862","Insert the cost center of this item","insert the cost center of this item"
"2863","Insert the name of the inventory item.","insert the name of the inventory item."
"2864","Insert the guaranty date. Use ISO format YYYY-MM-DD","insert the guaranty date. use iso format yyyy-mm-dd"
"2865","Add item","add item"
"2866","Invoice number","invoice number"
"2867","Registration number","registration number"
"2869","Add a new owner","add a new owner"
"2870","Add owner","add owner"
"2871","Use this field if the company is not in the list.","use this field if the company is not in the list."
"2872","New company","new company"
"2873","Instert the location of this item.","instert the location of this item."
"2874","There are <b>%d</b> fields ordered by <b>%d</b> categories stored in the database.","there are <b>%d</b> fields ordered by <b>%d</b> categories stored in the database."
"2875","There are mimetypes in this group. Deletion is therefore not possible.","there are mimetypes in this group. deletion is therefore not possible."
"2876","There are files associated with this mimetype. Deletion is therefore not possible.","there are files associated with this mimetype. deletion is therefore not possible."
"2877","There are files associated with this mimetype. Deletion is therefore not possible.","there are files associated with this mimetype. deletion is therefore not possible."
"2879","Mimegroup ""%s"" (#%d) added.","mimegroup ""%s"" (#%d) added."
"2880","Do you really want to delete mimegroup ""%s""?","do you really want to delete mimegroup ""%s""?"
"2881","Mimegroup #%d deleted.","mimegroup #%d deleted."
"2882","Translations for mimegroup #%d deleted.","translations for mimegroup #%d deleted."
"2884","Do you really want to delete mimetype ""%s""?","do you really want to delete mimetype ""%s""?"
"2885","Mimetype ""%s"" (#%d) deleted.","mimetype ""%s"" (#%d) deleted."
"2886","Mimetype ""%s"" (#%d) added.","mimetype ""%s"" (#%d) added."
"2887","Extension ""%s"" is already registered to mimetype ""%s"".","extension ""%s"" is already registered to mimetype ""%s""."
"2888","Delete extension","delete extension"
"2889","Mimetype ""%s"" already exists in mimegroup ""%s"".","mimetype ""%s"" already exists in mimegroup ""%s""."
"2890","Mimetype extensions for mimetype ""%s"" (#%d) deleted.","mimetype extensions for mimetype ""%s"" (#%d) deleted."
"2891","Login policy","login policy"
"2892","Allow login by handle","allow login by handle"
"2893","Default avatar size","default avatar size"
"2905","Reset","reset"
"2896","Default avatars","default avatars"
"2906","Reset country list?","reset country list?"
"2898","Default size","default size"
"2899","Male avatar","male avatar"
"2900","Female avatar","female avatar"
"2901","General avatar","general avatar"
"2907","You don't have the permission to edit the form.","you don't have the permission to edit the form."
"2908","Remove from menu","remove from menu"
"2909","Add to menu","add to menu"
"2910","Name/Email","name/email"
"2911","Unsubscription page","unsubscription page"
"2912","Archive page","archive page"
"2917","Please insert the id of the unsubscription page.","please insert the id of the unsubscription page."
"2915","Mailing folder deleted.","mailing folder deleted."
"2916","Delete mailing folder ""%s"" (%d)? This will delete all related mailings, contents and outputs as well!","delete mailing folder ""%s"" (%d)? this will delete all related mailings, contents and outputs as well!"
"2918","Please insert the id of the archive page.","please insert the id of the archive page."
"2919","Mailing output (%d) added.","mailing output (%d) added."
"2920","Mailing content ""%s"" (%d) added.","mailing content ""%s"" (%d) added."
"2921","Not included","not included"
"2922","Alternative email format","alternative email format"
"2923","Email format","email format"
"2924","Delete unsent mails","delete unsent mails"
"2925","Mailinglist ""%s"" (%d) added.","mailinglist ""%s"" (%d) added."
"2926","Delete mailinglist ""%s"" (%d)?","delete mailinglist ""%s"" (%d)?"
"2927","Zip","zip"
"2928","Firm","firm"
"2929","Mobile","mobile"
"2930","Is this correct?","is this correct?"
"2931","This would be the result of an import (first %d entries):","this would be the result of an import (first %d entries):"
"2932","Duplicate mode","duplicate mode"
"2933","Mailinglist","mailinglist"
"2934","Define mapping","define mapping"
"2935","Importing newsletter recipients","importing newsletter recipients"
"2936","Default values","default values"
"2937","Text preview","text preview"
"2938","%d subscribers inserted.","%d subscribers inserted."
"2939","Requesting...","requesting..."
"2940","Delete all subscriptions?","delete all subscriptions?"
"2941","%d protocol entries added.","%d protocol entries added."
"2942","%d subscribers already in that list.","%d subscribers already in that list."
"2943","Mailing #%d updated.","mailing #%d updated."
"2944","Delete subscriber ""%s"" (%s) from all lists?","delete subscriber ""%s"" (%s) from all lists?"
"2945","Unsubscription requested","unsubscription requested"
"2946","Subscription confirmed","subscription confirmed"
"2947","Subscription requested","subscription requested"
"2948","duplicates","duplicates"
"2949","Mailing ""%s"" (%d) added.","mailing ""%s"" (%d) added."
"2950","No message body.","no message body."
"2951","Import fields","import fields"
"2952","Export fields","export fields"
"2953","Field updated","field updated"
"2954","Advanced search","advanced search"
"2955","Search mode","search mode"
"2956","Import surfers","import surfers"
"2957","male","male"
"2958","female","female"
"2959","[any]","[any]"
"2960","Rule","rule"
"2961","Add these surfers to the mailing list ""%s"" (%d)?","add these surfers to the mailing list ""%s"" (%d)?"
"2962","Search results","search results"
"2963","Mailing list ""%s"" (%d) added.","mailing list ""%s"" (%d) added."
"2964","AND (match all)","and (match all)"
"2965","OR (match any)","or (match any)"
"2966","Mailing view ""%s"" (%d) added.","mailing view ""%s"" (%d) added."
"2968","Delete view ""%s"" (%d)?","delete view ""%s"" (%d)?"
"2969","Content parts","content parts"
"2971","Edit email content","edit email content"
"2972","Sending emails","sending emails"
"2973","Import newsletter","import newsletter"
"2974","Contents","contents"
"2975","No subscribed newsletters","no subscribed newsletters"
"2976","Dialog","dialog"
"2977","Telephone","telephone"
"2978","Button","button"
"2979","Caption of submit button.","caption of submit button."
"2981","Import newsletter mailing ""%s""? Your manual changes will get lost!","import newsletter mailing ""%s""? your manual changes will get lost!"
"2983","Newsletter ""%s"" successfully imported.","newsletter ""%s"" successfully imported."
"2984","Delete item","delete item"
"2985","Edit item","edit item"
"2986","Delete content ""%s""?","delete content ""%s""?"
"2987","%s is currently editing this page.","%s is currently editing this page."
"2988","Option: Female","option: female"
"2989","Option: Male","option: male"
"2990","Option: Text","option: text"
"2991","Option: HTML","option: html"
"2993","Caption of the confirmation checkbox.","caption of the confirmation checkbox."
"2994","Registration request failed","registration request failed"
"2995","Wrong activation code","wrong activation code"
"2996","Reading list id failed","reading list id failed"
"2997","Registration failed","registration failed"
"2999","Email not sent","email not sent"
"3000","Deregistration question","deregistration question"
"3001","Question if user wants to unsubscribe.","question if user wants to unsubscribe."
"3002","Deregistration succeeded","deregistration succeeded"
"3003","Email for deregistration sent","email for deregistration sent"
"3004","Must contain {%UNSUBSCRIBE_LINK%}","must contain {%unsubscribe_link%}"
"3005","Unsubscription email","unsubscription email"
"3006","Text newsletter list","text newsletter list"
"3007","Text email request","text email request"
"3008","Import tags","import tags"
"3009","Add subcategory","add subcategory"
"3013","Send at once","send at once"
"3014","Determines how many newsletters are sent per call of the cronjob.","determines how many newsletters are sent per call of the cronjob."
"3011","The CSV file should look like this:","the csv file should look like this:"
"3012","The category must be empty for importing tags.","the category must be empty for importing tags."
"3016","%d newsletters will be sent at a time.","%d newsletters will be sent at a time."
"3017","Check database","check database"
"3018","Session mode","session mode"
"3019","Read Only","read only"
"3020","No Session","no session"
"3021","Cache","cache"
"3022","Convert MediaDB","convert mediadb"
"3023","Convert old MediaDB","convert old mediadb"
"3024","There seems to be no old media db.","there seems to be no old media db."
"3025","Restore metadata from binary data for all files.","restore metadata from binary data for all files."
"3026","Metadata restored for ""%s"" (%s).","metadata restored for ""%s"" (%s)."
"3027","Add poll","add poll"
"3028","Linktype ""%s"" (%d) updated successfully.","linktype ""%s"" (%d) updated successfully."
"3029","Reset module names","reset module names"
"3030","Send button title","send button title"
"3031","Answer char limit","answer char limit"
"3032","Default FAQ group","default faq group"
"3033","Short answers","short answers"
"3034","Ascending","ascending"
"3035","Descending","descending"
"3036","Random","random"
"3039","Generate direct links","generate direct links"
"3040","Enable this option if you want to generate a direct link to the image.","enable this option if you want to generate a direct link to the image."
"3041","Cleanup contacts","cleanup contacts"
"3042","Add to favorites","add to favorites"
"3043","There were no invalid contact ids found.","there were no invalid contact ids found."
"3044","Number of lines in textareas","number of lines in textareas"
"3045","Maximum of chars in input fields","maximum of chars in input fields"
"3046","Add black list rule","add black list rule"
"3047","Edit properties","edit properties"
"3048","Untitled category","untitled category"
"3049","Add this surfer to favorites","add this surfer to favorites"
"3050","Search surfers","search surfers"
"3052","Added surfer %s to favorites","added surfer %s to favorites"
"3053","Blocks and bookmarks","blocks and bookmarks"
"3054","Use * at beginning or end for partial matches","use * at beginning or end for partial matches"
"3055","Idle timeout","idle timeout"
"3056","Profile data defaults","profile data defaults"
"3057","Remove","remove"
"3058","Remove from list","remove from list"
"3059","Surfer favorites","surfer favorites"
"3060","Remove favorite list","remove favorite list"
"3061","Remove this surfer from favorites","remove this surfer from favorites"
"3062","Remove from favorites","remove from favorites"
"3063","Removed all surfers from favorites","removed all surfers from favorites"
"3064","Edit field properties for","edit field properties for"
"3065","Maximum number of characters","maximum number of characters"
"3066","Removed surfer %s from favorites","removed surfer %s from favorites"
"3067","Do you really want to delete the surfer favorite list?","do you really want to delete the surfer favorite list?"
"3068","Ignore illegal values","ignore illegal values"
"3069","Save even if values do not match mandatory/type criteria","save even if values do not match mandatory/type criteria"
"3070","Unblock user","unblock user"
"3071","Block user","block user"
"3072","Remove bookmark","remove bookmark"
"3073","Bookmark user","bookmark user"
"3074","Link captions","link captions"
"3075","Submit button","submit button"
"3076","Decline contact","decline contact"
"3077","Accept contact","accept contact"
"3078","Contact requested","contact requested"
"3079","Blocked users","blocked users"
"3080","Hide extended contacts","hide extended contacts"
"3081","User unblocked","user unblocked"
"3082","User blocked","user blocked"
"3083","Bookmarked users","bookmarked users"
"3085","Publish all","publish all"
"3086","Send message","send message"
"3087","Messaging captions","messaging captions"
"3088","Contact depth","contact depth"
"3089","User bookmarked","user bookmarked"
"3090","User bookmark removed","user bookmark removed"
"3091","Trace contact","trace contact"
"3092","Back to list","back to list"
"3093","Show publish form","show publish form"
"3094","No Cache","no cache"
"3095","Time (seconds)","time (seconds)"
"3096","Own cache time","own cache time"
"3097","System cache time","system cache time"
"3098","Caching","caching"
"3099","Recipient name","recipient name"
"3100","Recipient email","recipient email"
"3101","Dynamic data category","dynamic data category"
"3102","Edit change requests?","edit change requests?"
"3103","Own contact request","own contact request"
"3104","Determines whether surfers can view their own change requests","determines whether surfers can view their own change requests"
"3105","Field captions","field captions"
"3106","Messaging","messaging"
"3107","Publish all by default","publish all by default"
"3108","Login by","login by"
"3109","General settings changed.","general settings changed."
"3110","Email only if you do not allow login by handle in the global community settings.","email only if you do not allow login by handle in the global community settings."
"3111","Can contain the placeholder {%REGISTER%}.","can contain the placeholder {%register%}."
"3112","Contacts per page","contacts per page"
"3113","Body","body"
"3114","0 for all contacts","0 for all contacts"
"3115","Page after logout","page after logout"
"3116","Page after login","page after login"
"3117","Redirect to this page after logout (optional).","redirect to this page after logout (optional)."
"3118","Redirect to this page after login (optional).","redirect to this page after login (optional)."
"3121","Use {%FIELD%} for field name, {%OLDVALUE%} for old value, and {%NEWVALUE%} for new value.","use {%field%} for field name, {%oldvalue%} for old value, and {%newvalue%} for new value."
"3123","Administrative email","administrative email"
"3125","Intro text","intro text"
"3126","Use the placeholder {%FIELD%} for field name, {%OLDVALUE%} for old value, and {%NEWVALUE%} for new value.","use the placeholder {%field%} for field name, {%oldvalue%} for old value, and {%newvalue%} for new value."
"3127","Use the placeholder {%USER%} for username/realname, {%TIME%} for timestamp.","use the placeholder {%user%} for username/realname, {%time%} for timestamp."
"3128","Reset module names to default values?","reset module names to default values?"
"3129","Change message","change message"
"3130","Allow handle","allow handle"
"3131","Number of lines","number of lines"
"3132","Maximum number of chars in input fields","maximum number of chars in input fields"
"3133","Idle timeout in","idle timeout in"
"3134","Idle timeout in (minutes)","idle timeout in (minutes)"
"3135","Surfer handle black list","surfer handle black list"
"3136","Added rule ""%s"" to black list","added rule ""%s"" to black list"
"3137","Black list rule deleted.","black list rule deleted."
"3138","Added rule ""%s"" to black list.","added rule ""%s"" to black list."
"3139","Check surfer handles","check surfer handles"
"3140","Check surfer handles against black list.","check surfer handles against black list."
"3141","Already registered","already registered"
"3142","Add event","add event"
"3143","Add calendar","add calendar"
"3144","Password request email","password request email"
"3145","Parameter field name","parameter field name"
"3146","Show contact paths","show contact paths"
"3147","Indirect contact","indirect contact"
"3148","Show basic","show basic"
"3149","Requested contact","requested contact"
"3150","Show partial","show partial"
"3151","Contact paths per page","contact paths per page"
"3152","Files in folder ""%s""","files in folder ""%s"""
"3153","Name of http request parameter for detail page","name of http request parameter for detail page"
"3154","0 for all contact paths","0 for all contact paths"
"3155","Profile data field to display surfers","profile data field to display surfers"
"3156","No field","no field"
"3157","Saved new display profile field.","saved new display profile field."
"3158","Use the placeholders {%USER%} for username/realname, {%TIME%} for timestamp, {%EMAIL%} for the new email address.","use the placeholders {%user%} for username/realname, {%time%} for timestamp, {%email%} for the new email address."
"3159","No surfers match your criteria.","no surfers match your criteria."
"3160","Group modified.","group modified."
"3161","Permission links and group deleted.","permission links and group deleted."
"3163","Add value","add value"
"3164","Settings for the field ""%s""","settings for the field ""%s"""
"3165","No titles yet.","no titles yet."
"3166","Field updated.","field updated."
"3182","Really delete value ""%s""?","really delete value ""%s""?"
"3169","Value ""%s"" saved.","value ""%s"" saved."
"3170","Add field value","add field value"
"3171","Enter caption or remove text to delete it.","enter caption or remove text to delete it."
"3172","Do you really want to delete the profile data field?","do you really want to delete the profile data field?"
"3173","Field created.","field created."
"3174","Edit field properties for ""%s""","edit field properties for ""%s"""
"3175","Number of rows","number of rows"
"3176","Please enter PCRE value or change check type.","please enter pcre value or change check type."
"3178","Field of this name already exists.","field of this name already exists."
"3179","Value ""%s"" deleted.","value ""%s"" deleted."
"3181","Edit field value","edit field value"
"3183","Export profile data fields","export profile data fields"
"3184","Select category to export","select category to export"
"3185","All categories","all categories"
"3186","XML file","xml file"
"3187","Import profile data fields","import profile data fields"
"3188","Select upload file with profile fields","select upload file with profile fields"
"3189","Successfully added %d categories.","successfully added %d categories."
"3190","Successfully added %d data field titles.","successfully added %d data field titles."
"3191","Successfully added %d category titles.","successfully added %d category titles."
"3192","Successfully added %d profile data fields.","successfully added %d profile data fields."
"3193","Data field title deleted.","data field title deleted."
"3194","Do you reallly want to delete the profile data title?","do you reallly want to delete the profile data title?"
"3195","Title already exists.","title already exists."
"3197","Permission added.","permission added."
"3198","Company incorrect","company incorrect"
"3199","Fax incorrect","fax incorrect"
"3200","Mobile phone incorrect","mobile phone incorrect"
"3201","Phone incorrect","phone incorrect"
"3202","City incorrect","city incorrect"
"3203","Postal code incorrect","postal code incorrect"
"3204","House number incorrect","house number incorrect"
"3205","Street incorrect","street incorrect"
"3206","Department incorrect","department incorrect"
"3207","Position incorrect","position incorrect"
"3208","Branch incorrect","branch incorrect"
"3209","Last name incorrect","last name incorrect"
"3210","Report detailed input errors?","report detailed input errors?"
"3211","Input error handling","input error handling"
"3212","First name incorrect","first name incorrect"
"3213","Title incorrect","title incorrect"
"3214","Salutation incorrect","salutation incorrect"
"3215","Email incorrect","email incorrect"
"3216","Privacy incorrect","privacy incorrect"
"3217","Files per page","files per page"
"3218","Redirect after an upload","redirect after an upload"
"3219","Show new file upload","show new file upload"
"3220","Show uploaded files","show uploaded files"
"3221","Disable this setting if you do not want displaying the upload box","disable this setting if you do not want displaying the upload box"
"3223","Disable this setting if you do not want displaying all files uploaded by the surfer","disable this setting if you do not want displaying all files uploaded by the surfer"
"3224","No Page Found","no page found"
"3225","Add regular date","add regular date"
"3226","Please enter an URL (like ""http://www.google.de"" or ""pages/index.html"").Otherwise you can enter a papaya-page id (like ""42"")","please enter an url (like ""http://www.google.de"" or ""pages/index.html"").otherwise you can enter a papaya-page id (like ""42"")"
"3227","Useragent Type","useragent type"
"3228","all years","all years"
"3229","This result is generated on the fly.","this result is generated on the fly."
"3230","all months","all months"
"3231","Date text / Time fields","date text / time fields"
"3232","Defines if the ""date text"" field or the fields ""hour"" and ""minute"" are mandatory fields.","defines if the ""date text"" field or the fields ""hour"" and ""minute"" are mandatory fields."
"3233","From-to error","from-to error"
"3234","Define if timefield is one field without inputcheck or two fields that have to contain the correct time.","define if timefield is one field without inputcheck or two fields that have to contain the correct time."
"3235","No single dates have been created yet. Please click ""create dates"" to create single dates from this regular calendar entry.","no single dates have been created yet. please click ""create dates"" to create single dates from this regular calendar entry."
"3236","System conficuration","system conficuration"
"3237","No views defined.","no views defined."
"3238","Restore version for """" from 2006-07-20 12:34:46?","restore version for """" from 2006-07-20 12:34:46?"
"3239","Time to live","time to live."
"3240","Send email to user using your email client.","send email to user using your email client."
"3241","Use {%Fieldname%} to put in the fields of the formular that the sender filled out","use {%fieldname%} to put in the fields of the formular that the sender filled out"
"3242","Alternate email format","alternate email format"
"3243","Choose a tag!","choose a tag!"
"3244","Test.","test."
"3245","No entries","no entries"
"3246","Syncronize","syncronize"
"3247","Syncronize database with directory","syncronize database with directory"
"3248","Mailman syncronisation","mailman syncronisation"
"3249","Syncronize table structure","syncronize table structure"
"3250","Title already used.","title already used."
"3251","Extension already used.","extension already used."
"3252","Filter modified.","filter modified."
"3253","Filter module already used.","filter module already used."
"3254","Duplicates mode","duplicates mode"
"3255","You have to select a subscription first.","you have to select a subscription first."
"3256","Delete Entry ""%s""","delete entry ""%s"""
"3257","Unregistration request failed","unregistration request failed"
"3258","Deregistration succeed","deregistration succeed"
"3259","Text E-Mail request","text e-mail request"
"3260","Email for deregistration send","email for deregistration send"
"3261","Generate output for ""%s"" (%d)? Your manual changes will get lost!","generate output for ""%s"" (%d)? your manual changes will get lost!"
"3262","Invalid file type!","invalid file type!"
"3263","Edit mailing views","edit mailing views"
"3264","Manage outbox and send mails","manage outbox and send mails"
"3265","Derivation of term","derivation of term"
"3266","Word is too short.","word is too short."
"3267","All glossaries","all glossaries"
"3268","Glossary entry exists already.","glossary entry exists already."
"3269","Synonymous","synonymous"
"3270","Create/Edit Glossaries","create/edit glossaries"
"3271","Create/Edit Glossary Ignorewords","create/edit glossary ignorewords"
"3272","Reference DB","reference db"
"3273","Create/Edit Glossary Entries","create/edit glossary entries"
"3274","Import Reference DB from file","import reference db from file"
"3275","Create/Edit Reference DB Entries","create/edit reference db entries"
"3276","Event manager","event manager"
"3277","Reset counter of all years?","reset counter of all years?"
"3278","Reset counter per year (%s)?","reset counter per year (%s)?"
"3279","Linksammlung","linksammlung"
"3280","Add a new Source","add a new source"
"3281","Counter reset (%s).","counter reset (%s)."
"3282","Go to reference","go to reference"
"3283","Create category","create category"
"3284","Import files","import files"
"3285","Mime group","mime group"
"3286","Sorry, this function is not yet implemented.","sorry, this function is not yet implemented."
"3287","No surfer available","no surfer available"
"3288","No surfer group available","no surfer group available"
"3289","Avatars","avatars"
"4429","From address","from address"
"3291","5","5"
"3292","%s deleted for language ""%s"" (%s).","%s deleted for language ""%s"" (%s)."
"3293","Delete %s ""%s"" (%s) for language ""%s"" (%s)?","delete %s ""%s"" (%s) for language ""%s"" (%s)?"
"3294","No information available.","no information available."
"3295","%s could not be deleted for language ""%s"" (%s).","%s could not be deleted for language ""%s"" (%s)."
"3296","Delete %s (%s) for language ""%s"" (%s)?","delete %s (%s) for language ""%s"" (%s)?"
"3297","Couldn`t delete category ""%s"", it is not empty.","couldn`t delete category ""%s"", it is not empty."
"3298","Test","test"
"3299","every 6. month","every 6. month"
"3300","every 3. month","every 3. month"
"3301","every 2. month","every 2. month"
"3302","every month","every month"
"3303","every 4 week","every 4 week"
"3304","every 3 week","every 3 week"
"3305","every 2 week","every 2 week"
"3306","every week","every week"
"3307","every last [weekday]","every last [weekday]"
"3308","every 4. [weekday]","every 4. [weekday]"
"3309","every 3. [weekday]","every 3. [weekday]"
"3310","every 2. [weekday]","every 2. [weekday]"
"3311","every 1. [weekday]","every 1. [weekday]"
"3312","never","never"
"3313","New Linktype","new linktype"
"3314","Edit Linktypes","edit linktypes"
"3315","Please enter the directory path with ""/"" not with ""\""","please enter the directory path with ""/"" not with ""\"""
"3316","Statistic Type","statistic type"
"3317","Download of MediaDB items","download of mediadb items"
"3318","Module Actions","module actions"
"3319","Visit Depth","visit depth"
"3320","Visit Duration","visit duration"
"3321","Clickpath","clickpath"
"3322","Useragent/OS","useragent/os"
"3323","Topics","topics"
"3324","Exit Pages","exit pages"
"3325","Entry Pages","entry pages"
"3326","Search Engines","search engines"
"3327","Referer","referer"
"3328","Overview Daytimes","overview daytimes"
"3329","Ignore Media Extension","ignore media extension"
"3330","Base hostname for clickpath","base hostname for clickpath"
"3331","Define Content and Navigationpages","define content and navigationpages"
"3332","Back to Statistic","back to statistic"
"3333","Ignore Referer (Analysis)","ignore referer (analysis)"
"3334","Ignore IP / Host (Logging)","ignore ip / host (logging)"
"3335","Content. Click to toggle.","content. click to toggle."
"3336","Pagetype Configuration","pagetype configuration"
"3337","Page Types","page types"
"3338","Output Modes","output modes"
"3339","Referer Page","referer page"
"3340","Module/Action","module/action"
"3341","Module Actions Statistic","module actions statistic"
"3342","Option deleted.","option deleted."
"3343","Option created (%d).","option created (%d)."
"3344","Navigation. Click to toggle.","navigation. click to toggle."
"3345","User has empty password. Please change it.","user has empty password. please change it."
"3346","Queue","queue"
"3347","Sync to Mailman","sync to mailman"
"3348","Batch actions:","batch actions:"
"3349","No files found. Use the upload form on the right.","no files found. use the upload form on the right."
"3350","File size","file size"
"3351","partially linked, link for all","partially linked, link for all"
"3352","partially linked, unlink all","partially linked, unlink all"
"3353","No messages","no messages"
"3354","Messagefield size","messagefield size"
"3355","Number of lines.","number of lines."
"3356","Inbox","inbox"
"3357","No surfer defined","no surfer defined"
"3358","You haven't set any ""To"" recipients.","you haven't set any ""to"" recipients."
"3359","unread","unread"
"3360","Mails","mails"
"3361","Message transfered","message transfered"
"3362","Recycle","recycle"
"3363","Recycle message ""%s""?","recycle message ""%s""?"
"3364","Delete message ""%s"" completely?","delete message ""%s"" completely?"
"3365","Transfer message ""%s"" to trash?","transfer message ""%s"" to trash?"
"3366","High","high"
"3367","Benutzerverwaltung","benutzerverwaltung"
"3368","4 - 20 Zeichen; nur Buchstaben, Zahlen und Bindestrich","4 - 20 zeichen; nur buchstaben, zahlen und bindestrich"
"3369","Passwort","passwort"
"3370","Scollbars","scollbars"
"3371","Categ","categ"
"3372","Restore factory settings","restore factory settings"
"3373","Clickpaths","clickpaths"
"3374","Useragent / operating system","useragent / operating system"
"3375","all days","all days"
"3376","No statistic available for the selected timespan and options.","no statistic available for the selected timespan and options."
"3377","Download this statistic as CSV","download this statistic as csv"
"3378","User Logins","user logins"
"3379","Export as CSV","export as csv"
"3380","Download of MediaDB files","download of mediadb files"
"3381","Timezone","timezone"
"3382","By user","by user"
"3383","Export configuration","export configuration"
"3384","User agent type","user agent type"
"3385","Statistic module","statistic module"
"3386","Apply","apply"
"3387","%d xml files deleted.","%d xml files deleted."
"3388","No Module selected. Please select a statistic module from the list.","no module selected. please select a statistic module from the list."
"3389","User agent","user agent"
"3390","Operating system","operating system"
"3391","User agent / operating system","user agent / operating system"
"3392","User agent / operating system combinations statistic","user agent / operating system combinations statistic"
"3393","(from outside)","(from outside)"
"3394","Download statistic","download statistic"
"3395","Poll categories","poll categories"
"3396","Check package tables","check package tables"
"3397","Invalid username","invalid username"
"3398","Show headline as link","show headline as link"
"3399","Show feed description","show feed description"
"3400","Direction","direction"
"3401","Steps","steps"
"3402","Move page","move page"
"3403","Move this page","move this page"
"3404","If your mediafile will be used in iTunes, note that the mediafilemust be compatible (mp4, mov, m4v, mp3, m4a).","if your mediafile will be used in itunes, note that the mediafilemust be compatible (mp4, mov, m4v, mp3, m4a)."
"3405","Last","last"
"3406","First","first"
"3407","%s seconds/visit","%s seconds/visit"
"3408","Hits","hits"
"3409","Edit task","edit task"
"3410","Task list","task list"
"3411","No JavaScript","no javascript"
"3412","Focus levels","focus levels"
"3413","Focus","focus"
"3414","Depth","depth"
"3415","Offset","offset"
"3416","Ignore empty sitemap","ignore empty sitemap"
"3418","Captcha image","captcha image"
"3419","Field title","field title"
"3420","Use captcha","use captcha"
"3421","Captchas","captchas"
"3422","Delete domain ""%s"" (%s)?","delete domain ""%s"" (%s)?"
"3423","Test domain","test domain"
"3424","Export XML","export xml"
"3425","Export as XML","export as xml"
"3426","Export CSV","export csv"
"3427","No match found.","no match found."
"3429","%s changed.","%s changed."
"3430","Add type","add type"
"3431","Synonym ""%s"" (%d) added.","synonym ""%s"" (%d) added."
"3432","Delete this synonym (%d)?","delete this synonym (%d)?"
"3433","Synonym (%d) deleted.","synonym (%d) deleted."
"3434","Synonym ""%s"" (%d) saved.","synonym ""%s"" (%d) saved."
"3435","Topic deleted.","topic deleted."
"3436","Delete topic ""%s"" ?","delete topic ""%s"" ?"
"3437","Do you really want to delete the link to page id ""%s""?","do you really want to delete the link to page id ""%s""?"
"3438","Link deleted.","link deleted."
"3439","This page is already linked with the current category.","this page is already linked with the current category."
"3440","Base category Id","base category id"
"3441","Link teaser images","link teaser images"
"3442","Category teaser images","category teaser images"
"3443","Start view categories","start view categories"
"3444","Levels","levels"
"3445","Resize","resize"
"3446","Catalog Id","catalog id"
"3448","Unique topic links","unique topic links"
"3450","Number of categories","number of categories"
"3451","Allow only unique topic links?","allow only unique topic links?"
